5,136.2,139.5,"#BFBFBF"
5,139.5,144.5,"#FFFFFF"
5,144.5,149.8,"#404040"
5,149.8,152.7,"#FFFFFF"
5,152.7,155.7,"#7F7F7F"
5,155.7,159.9,"#FFFFFF"
5,159.9,168.5,"#000000"
5,168.5,172.8,"#FFFFFF"
5,172.8,176.6,"#BFBFBF"
5,176.6,180.91526,"#FFFFFF"
6,0,2.3,"#FFFFFF"
6,2.3,4.2,"#BFBFBF"
6,4.2,7.1,"#FFFFFF"
6,7.1,10.6,"#7F7F7F"
6,10.6,11.6,"#FFFFFF"
6,11.6,13.4,"#BFBFBF"
6,13.4,15.2,"#FFFFFF"
6,15.2,25.2,"#404040"
6,25.2,27,"#FFFFFF"
6,27,30.4,"#7F7F7F"
6,30.4,32.1,"#FFFFFF"
6,32.1,33.5,"#BFBFBF"
6,33.5,36.6,"#FFFFFF"
6,36.6,40.5,"#BFBFBF"
6,40.5,46.2,"#FFFFFF"
6,46.2,51.8,"#000000"
6,51.8,52.9,"#FFFFFF"
6,52.9,57,"#000000"
6,57,58.7,"#FFFFFF"
6,58.7,61,"#8B0000"
6,61,63.3,"#8B0000"
6,63.3,63.4,"#FFFFFF"
6,63.4,70,"#000000"
6,70,75.9,"#FFFFFF"
6,75.9,83.9,"#7F7F7F"
6,83.9,84.9,"#FFFFFF"
6,84.9,88,"#7F7F7F"
6,88,93.1,"#FFFFFF"
6,93.1,99.5,"#000000"
6,99.5,100.6,"#FFFFFF"
6,100.6,105.5,"#000000"
6,105.5,114.6,"#FFFFFF"
6,114.6,118.3,"#404040"
6,118.3,118.5,"#FFFFFF"
6,118.5,126.1,"#000000"
6,126.1,127.1,"#FFFFFF"
6,127.1,130.3,"#404040"
6,130.3,131.2,"#FFFFFF"
6,131.2,135.2,"#7F7F7F"
6,135.2,139,"#FFFFFF"
6,139,142.8,"#404040"
6,142.8,145.6,"#FFFFFF"
6,145.6,149,"#404040"
6,149,152.5,"#FFFFFF"
6,152.5,155.5,"#7F7F7F"
6,155.5,161,"#FFFFFF"
6,161,164.5,"#7F7F7F"
6,164.5,171.115067,"#FFFFFF"
7,0,2.8,"#FFFFFF"
7,2.8,4.5,"#BFBFBF"
7,4.5,7.3,"#FFFFFF"
7,7.3,13.8,"#000000"
7,13.8,16.5,"#FFFFFF"
7,16.5,20.9,"#000000"
7,20.9,25.5,"#FFFFFF"
7,25.5,28,"#7F7F7F"
7,28,28.8,"#FFFFFF"
7,28.8,35,"#404040"
7,35,37.2,"#FFFFFF"
7,37.2,43.3,"#404040"
7,43.3,45.4,"#FFFFFF"
7,45.4,49,"#404040"
7,49,50.5,"#FFFFFF"
7,50.5,54,"#404040"
7,54,58,"#FFFFFF"
7,58,59.9,"#8B0000"
7,59.9,61.7,"#8B0000"
7,61.7,67,"#FFFFFF"
7,67,72.2,"#7F7F7F"
7,72.2,77.5,"#FFFFFF"
7,77.5,86.4,"#000000"
7,86.4,88.2,"#FFFFFF"
7,88.2,91.1,"#404040"
7,91.1,92.8,"#FFFFFF"
7,92.8,98,"#404040"
7,98,103.8,"#FFFFFF"
7,103.8,104.5,"#7F7F7F"
7,104.5,107.4,"#FFFFFF"
7,107.4,114.6,"#404040"
7,114.6,117.4,"#FFFFFF"
7,117.4,121.1,"#404040"
7,121.1,123.8,"#FFFFFF"
7,123.8,127.1,"#404040"
7,127.1,129.2,"#FFFFFF"
7,129.2,130.4,"#BFBFBF"
7,130.4,132.6,"#FFFFFF"
7,132.6,138.2,"#7F7F7F"
7,138.2,143.1,"#FFFFFF"
7,143.1,147.9,"#404040"
7,147.9,152.6,"#FFFFFF"
7,152.6,155.1,"#BFBFBF"
7,155.1,159.138663,"#FFFFFF"
8,0,2.2,"#FFFFFF"
8,2.2,6.2,"#404040"
8,6.2,12.7,"#FFFFFF"
8,12.7,19,"#000000"
8,19,23.3,"#FFFFFF"
8,23.3,27.4,"#7F7F7F"
8,27.4,28.8,"#FFFFFF"
8,28.8,36.5,"#404040"
8,36.5,38.3,"#FFFFFF"
8,38.3,39.7,"#BFBFBF"
8,39.7,43.1,"#FFFFFF"
8,43.1,45.6,"#8B0000"
8,45.6,48.1,"#8B0000"
8,48.1,52.2,"#FFFFFF"
8,52.2,52.6,"#404040"
8,52.6,55.5,"#FFFFFF"
8,55.5,61.6,"#7F7F7F"
8,61.6,62.2,"#FFFFFF"
8,62.2,66,"#7F7F7F"
8,66,68,"#FFFFFF"
8,68,70.5,"#7F7F7F"
8,70.5,73.9,"#FFFFFF"
8,73.9,78.3,"#000000"
8,78.3,80.1,"#FFFFFF"
8,80.1,84.6,"#404040"
