9,74,79.2,0.5,0.5,0.5
9,79.2,81.1,1,1,1
9,81.1,84.1,0.5,0.5,0.5
9,84.1,86.9,1,1,1
9,86.9,90.4,0.5,0.5,0.5
9,90.4,91.8,1,1,1
9,91.8,93.9,0.75,0.75,0.75
9,93.9,96.6,1,1,1
9,96.6,99.3,0.75,0.75,0.75
9,99.3,102.6,1,1,1
9,102.6,108.2,0,0,0
9,108.2,111.3,1,1,1
9,111.3,114.9,0.75,0.75,0.75
9,114.9,117.7,1,1,1
9,117.7,122.5,0.25,0.25,0.25
9,122.5,125.8,1,1,1
9,125.8,130.3,0.75,0.75,0.75
9,130.3,133.5,1,1,1
9,133.5,134,0.75,0.75,0.75
9,134,135.9,1,1,1
9,135.9,137.4,0.75,0.75,0.75
9,137.4,141.2,1,1,1
23,0,4.3,1,1,1
23,4.3,6,0.5,0.5,0.5
23,6,9.5,1,1,1
23,9.5,17.1,0.5,0.5,0.5
23,17.1,19.3,1,1,1
23,19.3,21.9,0.5,0.5,0.5
23,21.9,24.9,1,1,1
23,24.9,29.3,0,0,0
23,29.3,31.5,1,1,1
23,31.5,37.6,0,0,0
23,37.6,42.4,1,1,1
23,42.4,46.4,0.25,0.25,0.25
23,46.4,49.8,1,1,1
23,49.8,54.8,0.75,0.75,0.75
23,54.8,58.1,1,1,1
23,58.1,60.6,0.55,0,0
23,60.6,63,0.55,0,0
23,63,64.6,1,1,1
23,64.6,67.8,0.5,0.5,0.5
23,67.8,71.8,1,1,1
23,71.8,73.9,0.5,0.5,0.5
23,73.9,76,1,1,1
23,76,84.6,0,0,0
23,84.6,86.2,1,1,1
23,86.2,91.8,0,0,0
23,91.8,93.5,1,1,1
23,93.5,98.3,0.25,0.25,0.25
23,98.3,102.6,1,1,1
23,102.6,103.7,0.5,0.5,0.5
23,103.7,108.7,1,1,1
23,108.7,116.5,0.25,0.25,0.25
23,116.5,120.9,1,1,1
23,120.9,128.7,0,0,0
23,128.7,130.4,1,1,1
23,130.4,133.6,0.75,0.75,0.75
23,133.6,138,1,1,1
23,138,140.3,0.25,0.25,0.25
23,140.3,142.1,1,1,1
23,142.1,147.1,0,0,0
23,147.1,155.2,1,1,1
24,0,2.5,1,1,1
24,2.5,3,0.5,0.5,0.5
24,3,11.6,1,1,1
24,11.6,12.5,0.55,0,0
24,12.5,13.4,0.55,0,0
24,13.4,15.1,1,1,1
24,15.1,19.8,0.5,0.5,0.5
24,19.8,22.1,1,1,1
24,22.1,26.2,0.5,0.5,0.5
24,26.2,28.8,1,1,1
24,28.8,59.3,0,0,0
